Entry number	Target word	Target cyrillic	Stem nr	Concept nr	Source concept	Russian stimulus	WOLD core list	LWT code	Similarity set	Language	Village	Region	Date (MM.YYYY)	Latitude	Longitude	Respondent	Full_reference	Supposed toplevel source	Suspected mediator	Reference	Comment	Confirmed
521	ustul	устул		135	the table	стол	Yes	7.44	135.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Russian				
661		уст1ул			the table				135.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Russian				
827		устур			the table				135.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Russian				
977		стол			the table				135.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Russian				
1115	ustul				the table				135.2	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Russian				
1259	ist’oli				the table				135.3	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Georgian				
1431		стол		135	the table	стол	Yes	7.44		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1595		устул		135	the table	стол	Yes	7.44		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1800		стол		135	the table	стол	Yes	7.44		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1978		стул		135	the table	стол	Yes	7.44		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2137		устул		135	the table	стол	Yes	7.44		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2287		устул		135	the table	стол	Yes	7.44		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2442		устул		135	the table	стол	Yes	7.44		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2599		устул		135	the table	стол	Yes	7.44		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2763		стол		135	the table	стол	Yes	7.44		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2925		стол		135	the table	стол	Yes	7.44		Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3097		стол		135	the table	стол	Yes	7.44		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3262		стол		135	the table	стол	Yes	7.44		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3424		стол		135	the table	стол	Yes	7.44		North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3664	maktab			135	the table				10	arabic	arabic_dictionary					arabic_dictionary						
3672	tawilah			135	the table				11	arabic	arabic_dictionary					arabic_dictionary						
3692	стол			135	the table				1	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3813	маса			135	the table				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3974	оьшна			135	the table				7	chechen	chechen_dictionary					chechen_dictionary						
3991	ховшаг			135	the table				8	chechen	chechen_dictionary					chechen_dictionary						
4005	шун			135	the table				9	chechen	chechen_dictionary					chechen_dictionary						
4130	magida			135	the table				6	georgian	georgian_dictionary					georgian_dictionary						
4557	miz			135	the table				3	persian	persian_dictionary					persian_dictionary						
4658	jadval			135	the table				4	persian	persian_dictionary					persian_dictionary						
4732	khan			135	the table				5	persian	persian_dictionary					persian_dictionary						
4991	стол			135	the table				1	russian	russian_dictionary					russian_dictionary						
172	rač’	рач1		136	the tail	хвост	Yes	4.18	136.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
357	moʁorč’u	могъорч1у		136	the tail	хвост	Yes	4.18	136.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
522	moʁorč’u	могъорч1у		136	the tail	хвост	Yes	4.18	136.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
662		мигъорч1у			the tail				136.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
828		мигъа			the tail				136.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
978		магъ			the tail				136.3	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Non loan				
1116	oˤč				the tail				136.4	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1260	miɣ				the tail				136.5	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1445		тум		136	the tail	хвост	Yes	4.18		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1607		къуйрукъ		136	the tail	хвост	Yes	4.18		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1815		къуйрукъ		136	the tail	хвост	Yes	4.18		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1990		рижв		136	the tail	хвост	Yes	4.18		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2151		рижви		136	the tail	хвост	Yes	4.18		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2299		рижви		136	the tail	хвост	Yes	4.18		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2454		лиж // риж		136	the tail	хвост	Yes	4.18		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2611		риж		136	the tail	хвост	Yes	4.18		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2775		рижв		136	the tail	хвост	Yes	4.18		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2937		руджв		136	the tail	хвост	Yes	4.18		Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3111		тум		136	the tail	хвост	Yes	4.18		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3274		рижв		136	the tail	хвост	Yes	4.18		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3437		къуйрукъ		136	the tail	хвост	Yes	4.18		North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3498	ðanab			136	the tail				4	arabic	arabic_dictionary					arabic_dictionary						
3606	ðeil			136	the tail				7	arabic	arabic_dictionary					arabic_dictionary						
3629	aaliyah			136	the tail				8	arabic	arabic_dictionary					arabic_dictionary						
3814	quyruq			136	the tail				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3957	ц1ога			136	the tail				6	chechen	chechen_dictionary					chechen_dictionary						
4113	k'udi			136	the tail				5	georgian	georgian_dictionary					georgian_dictionary						
4558	dom			136	the tail				3	persian	persian_dictionary					persian_dictionary						
4559	domb			136	the tail				3	persian	persian_dictionary					persian_dictionary						
4659	zanab			136	the tail				4	persian	persian_dictionary					persian_dictionary						
4992	хвост			136	the tail				1	russian	russian_dictionary					russian_dictionary						
173	c’ohor	ц1огьор		137	the thief	вор	Yes	21.52	137.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
358	ɬomido	лъомидо		137	the thief	вор	Yes	21.52	137.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
523	ɬomido	лъомидо		137	the thief	вор	Yes	21.52	137.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
663		лъо2йдо			the thief				137.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
829		ц1ц1огьор			the thief				137.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Avar				
979		ц1огьорал			the thief				137.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Non loan				
1117	c’ohor				the thief				137.1	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Avar				
1261	c’ohor				the thief				137.1	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Avar				
1262	gihlagi				the thief				137.3	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1263	yũcolagi				the thief				137.4	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1309		къачах		137	the thief	вор	Yes	21.52		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1310		угъри			the thief	вор	Yes	21.52		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						y
1483		угъри		137	the thief	вор	Yes	21.52		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1649		уручу		137	the thief	вор	Yes	21.52		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1859		т1афал		137	the thief	вор	Yes	21.52		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2025		бандит		137	the thief	вор	Yes	21.52		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2026		т1афал		137	the thief	вор	Yes	21.52		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2185		бандит		137	the thief	вор	Yes	21.52		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2332		хъвялгу		137	the thief	вор	Yes	21.52		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2488		хъвялгу		137	the thief	вор	Yes	21.52		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2648		т1афал		137	the thief	вор	Yes	21.52		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2812		т1ярачи		137	the thief	вор	Yes	21.52		Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
2978		угъри		137	the thief	вор	Yes	21.52		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3152		бандит		137	the thief	вор	Yes	21.52		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3310		угъри		137	the thief	вор	Yes	21.52		North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3499	saariq			137	the thief				4	arabic	arabic_dictionary					arabic_dictionary						
3500	sarraaq			137	the thief				4	arabic	arabic_dictionary					arabic_dictionary						
3647	liss			137	the thief				9	arabic	arabic_dictionary					arabic_dictionary						
3815	oğru			137	the thief				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3992	къу			137	the thief				8	chechen	chechen_dictionary					chechen_dictionary						
4144	kurdi			137	the thief				7	georgian	georgian_dictionary					georgian_dictionary						
4560	dozd			137	the thief				3	persian	persian_dictionary					persian_dictionary						
4660	saregh			137	the thief				4	persian	persian_dictionary					persian_dictionary						
4733	row			137	the thief				5	persian	persian_dictionary					persian_dictionary						
4784	shangool			137	the thief				6	persian	persian_dictionary					persian_dictionary						
4993	вор			137	the thief				1	russian	russian_dictionary					russian_dictionary						
174	žo	жо		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18	138.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
359	dan	дан		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18	138.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
524	dan	дан		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18	138.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
664		дан			the thing				138.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
830		наа // нагъар			the thing				138.3	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
980		жо			the thing				138.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Non loan				
1118	hekɬ’ena				the thing				138.4	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1264	žö				the thing				138.1	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1302		шеъ		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1476		шей		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1641		зат		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1852		мутму		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2019		мутму		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2179		мутму		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2326		цик1ал		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2482		цик1ал		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2641		мутму		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2805		шеъ		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
2970		шей		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3145		мутму		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3303		шей		138	the thing	вещь, предмет (вот эту вещь дай мне)	Yes	11.18		North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3483	shei'			138	the thing				3	arabic	arabic_dictionary					arabic_dictionary						
3845	şey			138	the thing				3	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3934	х1ума			138	the thing				5	chechen	chechen_dictionary					chechen_dictionary						
4096	nivti			138	the thing				4	georgian	georgian_dictionary					georgian_dictionary						
4994	вещь			138	the thing				1	russian	russian_dictionary					russian_dictionary						
5024	предмет			138	the thing				2	russian	russian_dictionary					russian_dictionary						
175	kʷasul	квасул		139	the thread	нитка	Yes	6.38	139.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
360	rekun	рекун		139	the thread	нитка	Yes	6.38	139.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
525	rekun	рекун		139	the thread	нитка	Yes	6.38	139.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
665		реккун			the thread				139.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
831		рекун			the thread				139.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
1119	kʷar				the thread				139.3	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Avar				
1265	k’ihmat				the thread				139.4	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1381		гъал		139	the thread	нитка	Yes	6.38		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1549		ип		139	the thread	нитка	Yes	6.38		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1735		йип		139	the thread	нитка	Yes	6.38		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1930		мурсул		139	the thread	нитка	Yes	6.38		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2091		мурсул		139	the thread	нитка	Yes	6.38		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2244		мурсул		139	the thread	нитка	Yes	6.38		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2397		т1ат1		139	the thread	нитка	Yes	6.38		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2555		т1ат1		139	the thread	нитка	Yes	6.38		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2717		мурсул		139	the thread	нитка	Yes	6.38		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2877		мурсул		139	the thread	нитка	Yes	6.38		Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3049		гъал		139	the thread	нитка	Yes	6.38		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3217		мурсул		139	the thread	нитка	Yes	6.38		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3378		ип		139	the thread	нитка	Yes	6.38		North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3501	kheit			139	the thread				4	arabic	arabic_dictionary					arabic_dictionary						
3816	sap			139	the thread				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3878	тай			139	the thread				3	chechen	chechen_dictionary					chechen_dictionary						
4145	dzapi			139	the thread				7	georgian	georgian_dictionary					georgian_dictionary						
4561	tar			139	the thread				3	persian	persian_dictionary					persian_dictionary						
4661	kheyt			139	the thread				4	persian	persian_dictionary					persian_dictionary						
4734	reshteh			139	the thread				5	persian	persian_dictionary					persian_dictionary						
4785	ghatmeh			139	the thread				6	persian	persian_dictionary					persian_dictionary						
4995	нитка			139	the thread				1	russian	russian_dictionary					russian_dictionary						
176	zaman	заман		140	the time	время	Yes	14.11	140.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
177	meχ	мех		140	the time	время	Yes	14.11	140.2	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
178	ʕuž	г1уж		140	the time	время	Yes	14.11	140.3	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
361	rihi	ригьи		140	the time	время	Yes	14.11	140.4	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
362	zaman	заман		140	the time	время	Yes	14.11	140.1	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Arabic				
526	rihi	ригьи		140	the time	время	Yes	14.11	140.4	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
832		заман			the time				140.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Arabic				
981		мех			the time				140.2	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Non loan				
1120	zaman				the time				140.1	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Arabic				
1266	mex				the time				140.2	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Avar				
1312		вахт		140	the time	время	Yes	14.11		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1485		вахт		140	the time	время	Yes	14.11		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1651		заман		140	the time	время	Yes	14.11		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1652		вакъти		140	the time	время	Yes	14.11		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1653		сагьат		140	the time	время	Yes	14.11		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1861		вахт		140	the time	время	Yes	14.11		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2028		вахта		140	the time	время	Yes	14.11		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2186		вахта		140	the time	время	Yes	14.11		Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2333		замана		140	the time	время	Yes	14.11		Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2490		замана		140	the time	время	Yes	14.11		Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2650		вахт		140	the time	время	Yes	14.11		Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2814		вахт		140	the time	время	Yes	14.11		Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
2980		вахт		140	the time	время	Yes	14.11		Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3154		вахт		140	the time	время	Yes	14.11		Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3312		вахт		140	the time	время	Yes	14.11		North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3467	waqt			140	the time				2	arabic	arabic_dictionary					arabic_dictionary						
3530	zaman			140	the time				5	arabic	arabic_dictionary					arabic_dictionary						
3531	zamaan			140	the time				5	arabic	arabic_dictionary					arabic_dictionary						
3817	vaxt (здесь был восклицательный знак  непонятно почему)			140	the time				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3898	хан			140	the time				4	chechen	chechen_dictionary					chechen_dictionary						
4053	dro			140	the time				3	georgian	georgian_dictionary					georgian_dictionary						
4434	vaght			140	the time				2	persian	persian_dictionary					persian_dictionary						
4996	время			140	the time				1	russian	russian_dictionary					russian_dictionary						
179	tamaxo	тамахьо		141	the tobacco	табак	Yes	8.68	141.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
363	tamako	тамако		141	the tobacco	табак	Yes	8.68	141.1	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Turkic				
527	tamakko	тамакко		141	the tobacco	табак	Yes	8.68	141.1	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Turkic				
666		тако			the tobacco				141.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Turkic				
833		тамаку			the tobacco				141.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Turkic				
982		тутун			the tobacco				141.2	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Turkic				
1121	tutun				the tobacco				141.2	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Turkic				
1267	tammako				the tobacco				141.1	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Georgian				
1434		тембек		141	the tobacco	табак	Yes	8.68		Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1597		табак		141	the tobacco	табак	Yes	8.68		North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1802		тамакю		141	the tobacco	табак	Yes	8.68		Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
